Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,3,B,No,"Helena Falk (SWE, 10 Nov 1978)",Helena Falk,Helena,Falk,Women,Sweden,SWE,10-Nov-78,,32-346,32.0,Sweden,SWE,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,"Karolina Graczyk (POL, 27 Oct 1986)",Karolina Graczyk,Karolina,Graczyk,Women,Poland,POL,27-Oct-86,,24-360,24.0,Poland,POL,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,Aizanat Gadzhieva (RUS),Aizanat Gadzhieva,Aizanat,Gadzhieva,Women,Russia,RUS,,,,,Russia,RUS,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,2,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,Olexandra Sidorenko (UKR),Olexandra Sidorenko,Olexandra,Sidorenko,Women,Ukraine,UKR,,,,,Ukraine,UKR,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,"Sandra Brügger (SUI, 06 Mar 1981)",Sandra Brügger,Sandra,Brügger,Women,Switzerland,SUI,06-Mar-81,,30-230,30.0,Switzerland,SUI,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Chantelle Cameron (ENG, 14 May 1991)",Chantelle Cameron,Chantelle,Cameron,Women,England,ENG,14-May-91,,20-161,20.0,Great Britain,GBR,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Mira Potkonen (FIN, 17 Nov 1980)",Mira Potkonen,Mira,Potkonen,Women,Finland,FIN,17-Nov-80,,30-339,30.0,Finland,FIN,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Romina Marenda (ITA, 09 Oct 1984)",Romina Marenda,Romina,Marenda,Women,Italy,ITA,09-Oct-84,,27-013,27.0,Italy,ITA,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Jennifer Miranda Maqueda (ESP, 19 Aug 1986)",Jennifer Miranda Maqueda,Jennifer,Miranda Maqueda,Women,Spain,ESP,19-Aug-86,,25-064,25.0,Spain,ESP,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,Andreja Bester (SLO),Andreja Bester,Andreja,Bester,Women,Slovenia,SLO,,,,,Slovenia,SLO,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,Ann Verheyen (BEL),Ann Verheyen,Ann,Verheyen,Women,Belgium,BEL,,,,,Belgium,BEL,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,Marija Zovko (CRO),Marija Zovko,Marija,Zovko,Women,Croatia,CRO,,,,,Croatia,CRO,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,Ozlem Dinc (TUR),Ozlem Dinc,Ozlem,Dinc,Women,Turkey,TUR,,,,,Turkey,TUR,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Ingrid Egner (NOR, 21 Dec 1982)",Ingrid Egner,Ingrid,Egner,Women,Norway,NOR,21-Dec-82,,28-305,28.0,Norway,NOR,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Estelle Mossely (FRA, 19 Aug 1992)",Estelle Mossely,Estelle,Mossely,Women,France,FRA,19-Aug-92,,19-064,19.0,France,FRA,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Jessica Belder (NED, 12 Aug 1981)",Jessica Belder,Jessica,Belder,Women,Netherlands,NED,12-Aug-81,,30-071,30.0,Netherlands,NED,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Julia Irmen (GER, 22 Sep 1984)",Julia Irmen,Julia,Irmen,Women,Germany,GER,22-Sep-84,,27-030,27.0,Germany,GER,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Eleni Platana (GRE, 14 Mar 1979)",Eleni Platana,Eleni,Platana,Women,Greece,GRE,14-Mar-79,,32-222,32.0,Greece,GRE,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,"Beata Szabo (HUN, 26 Jan 1982)",Beata Szabo,Beata,Szabo,Women,Hungary,HUN,26-Jan-82,,29-269,29.0,Hungary,HUN,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,Aldel Khuri (ISR),Aldel Khuri,Aldel,Khuri,Women,Israel,ISR,,,,,Israel,ISR,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,Gabriela Bold (ROU),Gabriela Bold,Gabriela,Bold,Women,Romania,ROU,,,,,Romania,ROU,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
22-Oct-11,2011,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,17,,No,Olja Zerajic (BIH),Olja Zerajic,Olja,Zerajic,Women,Bosnia & Herzegovina,BIH,,,,,Bosnia & Herzegovina,BIH,Europe,,0,Rotterdam,Netherlands,Europe,25,24,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,1,G,No,"Katie Taylor (IRL, 02 Jul 1986)",Katie Taylor,Katie,Taylor,Women,Ireland,IRL,02-Jul-86,,23-080,23.0,Ireland,IRL,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,2,S,No,"Meryem Aslan Zeybek (TUR, 14 Jan 1982)",Meryem Aslan Zeybek,Meryem Aslan,Zeybek,Women,Turkey,TUR,14-Jan-82,,27-249,27.0,Turkey,TUR,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,3,B,No,"Denitsa Eliseeva (BUL, 05 Jun 1981)",Denitsa Eliseeva,Denitsa,Eliseeva,Women,Bulgaria,BUL,05-Jun-81,,28-107,28.0,Bulgaria,BUL,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,3,B,No,"Oleksandra Sydorenko (UKR, 08 Oct 1986)",Oleksandra Sydorenko,Oleksandra,Sydorenko,Women,Ukraine,UKR,08-Oct-86,,22-347,22.0,Ukraine,UKR,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,"Danuse Dilhofova (CZE, 10 Jul 1978)",Danuse Dilhofova,Danuse,Dilhofova,Women,Czech Republic,CZE,10-Jul-78,,31-072,31.0,Czech Republic,CZE,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,"Romina Marenda (ITA, 09 Oct 1984)",Romina Marenda,Romina,Marenda,Women,Italy,ITA,09-Oct-84,,24-346,24.0,Italy,ITA,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,Kosovare Buzuku (SWE),Kosovare Buzuku,Kosovare,Buzuku,Women,Sweden,SWE,,,,,Sweden,SWE,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,5,,No,Tatiana Bondareva (RUS),Tatiana Bondareva,Tatiana,Bondareva,Women,Russia,RUS,,,,,Russia,RUS,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Karolina Graczyk (POL, 27 Oct 1986)",Karolina Graczyk,Karolina,Graczyk,Women,Poland,POL,27-Oct-86,,22-328,22.0,Poland,POL,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Cindy Orain (FRA, 23 Oct 1983)",Cindy Orain,Cindy,Orain,Women,France,FRA,23-Oct-83,,25-332,25.0,France,FRA,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Sandra Brügger (SUI, 06 Mar 1981)",Sandra Brügger,Sandra,Brügger,Women,Switzerland,SUI,06-Mar-81,,28-198,28.0,Switzerland,SUI,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,"Julia Irmen (GER, 22 Sep 1984)",Julia Irmen,Julia,Irmen,Women,Germany,GER,22-Sep-84,,24-363,24.0,Germany,GER,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
20-Sep-09,2009,European Championships,Continental Championships/European Championships,European Championships,Boxing,Lightweight,Women,Seniors,,9,,No,Andreja Bester (SLO),Andreja Bester,Andreja,Bester,Women,Slovenia,SLO,,,,,Slovenia,SLO,Europe,,0,Mykolayiv,Ukraine,Europe,13,13,1,,1,Yes
