Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Bantamweight,Men,Seniors,,17,,No,"Diego Ferrer Pereira (ESP, 24 Apr 1991)",Diego Ferrer Pereira,Diego,Ferrer Pereira,Men,Spain,ESP,24-Apr-91,,24-062,24,Spain,ESP,Europe,,0,Baku,Azerbaijan,Europe,21,21,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Bantamweight,Men,Seniors,,17,,No,"Georgi Gogatishvili (GEO, 08 Dec 1993)",Georgi Gogatishvili,Georgi,Gogatishvili,Men,Georgia,GEO,08-Dec-93,,21-199,21,Georgia,GEO,Europe,,0,Baku,Azerbaijan,Europe,21,21,1,26,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Bantamweight,Men,Seniors,,17,,No,"Kurt Walker (NIR, 07 Mar 1995)",Kurt Walker,Kurt,Walker,Men,Ireland,NIR,07-Mar-95,,20-110,20,Ireland,IRL,Europe,,0,Baku,Azerbaijan,Europe,21,21,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Bantamweight,Men,Seniors,,17,,No,Sylwester Kozlowski (POL),Sylwester Kozlowski,Sylwester,Kozlowski,Men,Poland,POL,,,,,Poland,POL,Europe,,0,Baku,Azerbaijan,Europe,21,21,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Bantamweight,Men,Seniors,,17,,No,"Uirii Shestak (UKR, 26 Apr 1993)",Uirii Shestak,Uirii,Shestak,Men,Ukraine,UKR,26-Apr-93,,22-060,22,Ukraine,UKR,Europe,,0,Baku,Azerbaijan,Europe,21,21,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,1,G,No,"Nicola Adams (ENG, 26 Oct 1982)",Nicola Adams,Nicola,Adams,Women,Great Britain,ENG,26-Oct-82,,32-242,32,Great Britain,GBR,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,2,S,No,"Sandra Drabik (POL, 13 Aug 1988)",Sandra Drabik,Sandra,Drabik,Women,Poland,POL,13-Aug-88,,26-316,26,Poland,POL,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,3,B,No,"Elif Nur Coskun (TUR, 10 Mar 1994)",Elif Nur Coskun,Elif Nur,Coskun,Women,Turkey,TUR,10-Mar-94,,21-107,21,Turkey,TUR,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,6,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,3,B,No,"Sayana Sagatayeva (RUS, 04 Nov 1990)",Sayana Sagatayeva,Sayana,Sagatayeva,Women,Russia,RUS,04-Nov-90,,24-233,24,Russia,RUS,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,9,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,5,,No,"Stoyka Petrova (BUL, 18 Sep 1985)",Stoyka Petrova,Stoyka,Petrova,Women,Bulgaria,BUL,18-Sep-85,,29-280,29,Bulgaria,BUL,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,7,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,5,,No,"Ceire Smith (IRL, 27 Sep 1992)",Ceire Smith,Ceire,Smith,Women,Ireland,IRL,27-Sep-92,,22-271,22,Ireland,IRL,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,5,,No,"Ornella Wahner (GER, 19 Feb 1993)",Ornella Wahner,Ornella,Wahner,Women,Germany,GER,19-Feb-93,,22-126,22,Germany,GER,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,5,,No,"Yana Burym (BLR, 23 Oct 1987)",Yana Burym,Yana,Burym,Women,Belarus,BLR,23-Oct-87,,27-245,27,Belarus,BLR,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Katalin Ancsin (HUN, 22 Aug 1983)",Katalin Ancsin,Katalin,Ancsin,Women,Hungary,HUN,22-Aug-83,,31-307,31,Hungary,HUN,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,13,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Tetyana Kob (UKR, 25 Oct 1987)",Tetyana Kob,Tetyana,Kob,Women,Ukraine,UKR,25-Oct-87,,27-243,27,Ukraine,UKR,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Terry Gordini (ITA, 22 Jun 1979)",Terry Gordini,Terry,Gordini,Women,Italy,ITA,22-Jun-79,,36-003,36,Italy,ITA,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,5,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Melinda Pantis (ROU, 20 Jan 1995)",Melinda Pantis,Melinda,Pantis,Women,Romania,ROU,20-Jan-95,,20-156,20,Romania,ROU,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Anakhanim Aghayeva (AZE, 03 Mar 1995)",Anakhanim Aghayeva,Anakhanim,Aghayeva,Women,Azerbaijan,AZE,03-Mar-95,,20-114,20,Azerbaijan,AZE,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Wassila Lkhadiri (FRA, 14 Sep 1995)",Wassila Lkhadiri,Wassila,Lkhadiri,Women,France,FRA,14-Sep-95,,19-284,19,France,FRA,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,14,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Flyweight,Women,Seniors,,9,,No,"Camilla Johansen (NOR, 08 Nov 1987)",Camilla Johansen,Camilla,Johansen,Women,Norway,NOR,08-Nov-87,,27-229,27,Norway,NOR,Europe,,0,Baku,Azerbaijan,Europe,15,15,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,1,G,No,"Bator Sagaluyev (RUS, 07 Jul 1991)",Bator Sagaluyev,Bator,Sagaluyev,Men,Russia,RUS,07-Jul-91,,23-353,23,Russia,RUS,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,2,S,No,"Brendan Irvine (NIR, 17 May 1996)",Brendan Irvine,Brendan,Irvine,Men,Ireland,NIR,17-May-96,,19-039,19,Ireland,IRL,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,3,B,No,"Dmytro Zamotayev (UKR, 04 Apr 1995)",Dmytro Zamotayev,Dmytro,Zamotayev,Men,Ukraine,UKR,04-Apr-95,,20-082,20,Ukraine,UKR,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,3,B,No,"Muhammed Unlu (TUR, 15 Feb 1995)",Muhammed Unlu,Muhammed,Unlu,Men,Turkey,TUR,15-Feb-95,,20-130,20,Turkey,TUR,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,5,,No,"Istvan Ungvari (HUN, 27 May 1989)",Istvan Ungvari,Istvan,Ungvari,Men,Hungary,HUN,27-May-89,,26-029,26,Hungary,HUN,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,24,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,5,,No,"Salman Alizada (AZE, 01 Dec 1993)",Salman Alizada,Salman,Alizada,Men,Azerbaijan,AZE,01-Dec-93,,21-206,21,Azerbaijan,AZE,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,15,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,5,,No,"Sergej Neumann (GER, 29 Apr 1993)",Sergej Neumann,Sergej,Neumann,Men,Germany,GER,29-Apr-93,,22-057,22,Germany,GER,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,5,,No,"David Alaverdian (ISR, 26 Jun 1993)",David Alaverdian,David,Alaverdian,Men,Israel,ISR,26-Jun-93,,21-364,21,Israel,ISR,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,9,,No,"Tinko Banabakov (BUL, 22 Apr 1994)",Tinko Banabakov,Tinko,Banabakov,Men,Bulgaria,BUL,22-Apr-94,,21-064,21,Bulgaria,BUL,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,9,,No,"Harvey Horn (ENG, 05 Oct 1995)",Harvey Horn,Harvey,Horn,Men,Great Britain,ENG,05-Oct-95,,19-263,19,Great Britain,GBR,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Flyweight,Men,Seniors,,9,,No,"Artyom Aleksanyan (ARM, 24 Jun 1996)",Artyom Aleksanyan,Artyom,Aleksanyan,Men,Armenia,ARM,24-Jun-96,,19-001,19,Armenia,ARM,Europe,,0,Baku,Azerbaijan,Europe,11,11,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,1,G,No,"Teymur Mammadov (AZE, 11 Jan 1993)",Teymur Mammadov,Teymur,Mammadov,Men,Azerbaijan,AZE,11-Jan-93,,22-165,22,Azerbaijan,AZE,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,2,S,No,"Valentino Manfredonia (ITA, 29 Sep 1989)",Valentino Manfredonia,Valentino,Manfredonia,Men,Italy,ITA,29-Sep-89,,25-269,25,Italy,ITA,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,3,B,No,"Oleksandr Khyzhniak (UKR, 03 Aug 1995)",Oleksandr Khyzhniak,Oleksandr,Khyzhniak,Men,Ukraine,UKR,03-Aug-95,,19-326,19,Ukraine,UKR,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,3,B,No,"Pavel Silyagin (RUS, 13 Aug 1993)",Pavel Silyagin,Pavel,Silyagin,Men,Russia,RUS,13-Aug-93,,21-316,21,Russia,RUS,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,5,,No,"Peter Müllenberg (NED, 30 Dec 1987)",Peter Müllenberg,Peter,Müllenberg,Men,Netherlands,NED,30-Dec-87,,27-177,27,Netherlands,NED,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,5,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,5,,No,"Dzemal Bosnjak (BIH, 23 May 1985)",Dzemal Bosnjak,Dzemal,Bosnjak,Men,Bosnia & Herzegovina,BIH,23-May-85,,30-033,30,Bosnia & Herzegovina,BIH,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,5,,No,"Armend Xhoxhaj (KOS, 10 Feb 1994)",Armend Xhoxhaj,Armend,Xhoxhaj,Men,Kosovo,KOS,10-Feb-94,,21-135,21,Kosovo,KOS,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,30,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,5,,No,"Igor Teziev (GER, 08 Feb 1993)",Igor Teziev,Igor,Teziev,Men,Germany,GER,08-Feb-93,,22-137,22,Germany,GER,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Norbert Harcsa (HUN, 04 Aug 1987)",Norbert Harcsa,Norbert,Harcsa,Men,Hungary,HUN,04-Aug-87,,27-325,27,Hungary,HUN,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Bosko Draskovic (MNE, 04 Jan 1987)",Bosko Draskovic,Bosko,Draskovic,Men,Montenegro,MNE,04-Jan-87,,28-172,28,Montenegro,MNE,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,36,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Radoslav Pantaleev (BUL, 05 Jul 1993)",Radoslav Pantaleev,Radoslav,Pantaleev,Men,Bulgaria,BUL,05-Jul-93,,21-355,21,Bulgaria,BUL,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Souliman Abdourachidov (FRA, 05 Jul 1990)",Souliman Abdourachidov,Souliman,Abdourachidov,Men,France,FRA,05-Jul-90,,24-355,24,France,FRA,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,Jordan Kulinski (POL),Jordan Kulinski,Jordan,Kulinski,Men,Poland,POL,,,,,Poland,POL,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Cem Karlidag (TUR, 25 Jun 1990)",Cem Karlidag,Cem,Karlidag,Men,Turkey,TUR,25-Jun-90,,25-000,25,Turkey,TUR,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Matus Strnisko (SVK, 09 Nov 1994)",Matus Strnisko,Matus,Strnisko,Men,Slovakia,SVK,09-Nov-94,,20-228,20,Slovakia,SVK,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,9,,No,"Uke Smajli (SUI, 02 Jan 1993)",Uke Smajli,Uke,Smajli,Men,Switzerland,SUI,02-Jan-93,,22-174,22,Switzerland,SUI,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Nikoloz Sekhniashvili (GEO, 09 Dec 1993)",Nikoloz Sekhniashvili,Nikoloz,Sekhniashvili,Men,Georgia,GEO,09-Dec-93,,21-198,21,Georgia,GEO,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Ainar Karlson (EST, 13 Oct 1988)",Ainar Karlson,Ainar,Karlson,Men,Estonia,EST,13-Oct-88,,26-255,26,Estonia,EST,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Nikita Versockis (LAT, 05 Aug 1993)",Nikita Versockis,Nikita,Versockis,Men,Latvia,LAT,05-Aug-93,,21-324,21,Latvia,LAT,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Polyneikis Kalamaras (GRE, 20 Oct 1995)",Polyneikis Kalamaras,Polyneikis,Kalamaras,Men,Greece,GRE,20-Oct-95,,19-248,19,Greece,GRE,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Nikol Arutyunov (ARM, 02 Jun 1994)",Nikol Arutyunov,Nikol,Arutyunov,Men,Armenia,ARM,02-Jun-94,,21-023,21,Armenia,ARM,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Petru Ciobanu (MDA, 16 Jul 1993)",Petru Ciobanu,Petru,Ciobanu,Men,Moldova,MDA,16-Jul-93,,21-344,21,Moldova,MDA,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,12,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Siarhei Novikau (BLR, 29 Jun 1989)",Siarhei Novikau,Siarhei,Novikau,Men,Belarus,BLR,29-Jun-89,,25-361,25,Belarus,BLR,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,11,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Joshua Buatsi (ENG, 14 Mar 1993)",Joshua Buatsi,Joshua,Buatsi,Men,Great Britain,ENG,14-Mar-93,,22-103,22,Great Britain,GBR,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Alejandro Camacho Fernandez (ESP, 19 Sep 1993)",Alejandro Camacho Fernandez,Alejandro,Camacho Fernandez,Men,Spain,ESP,19-Sep-93,,21-279,21,Spain,ESP,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Alexandru Machedon (ROU, 14 Nov 1994)",Alexandru Machedon,Alexandru,Machedon,Men,Romania,ROU,14-Nov-94,,20-223,20,Romania,ROU,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Light Heavyweight,Men,Seniors,,17,,No,"Denis Lazar (SLO, 10 Sep 1992)",Denis Lazar,Denis,Lazar,Men,Slovenia,SLO,10-Sep-92,,22-288,22,Slovenia,SLO,Europe,,0,Baku,Azerbaijan,Europe,27,27,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,1,G,No,"Nouchka Fontijn (NED, 09 Nov 1987)",Nouchka Fontijn,Nouchka,Fontijn,Women,Netherlands,NED,09-Nov-87,,27-228,27,Netherlands,NED,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,3,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,2,S,No,"Anna Laurell Nash (SWE, 12 Feb 1980)",Anna Laurell Nash,Anna,Laurell Nash,Women,Sweden,SWE,12-Feb-80,,35-133,35,Sweden,SWE,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,3,B,No,"Lidia Fidura (POL, 01 Jul 1990)",Lidia Fidura,Lidia,Fidura,Women,Poland,POL,01-Jul-90,,24-359,24,Poland,POL,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,3,B,No,"Sarah Scheurich (GER, 01 Oct 1993)",Sarah Scheurich,Sarah,Scheurich,Women,Germany,GER,01-Oct-93,,21-267,21,Germany,GER,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,7,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,5,,No,"Kateryna Shambir (UKR, 19 May 1986)",Kateryna Shambir,Kateryna,Shambir,Women,Ukraine,UKR,19-May-86,,29-037,29,Ukraine,UKR,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,5,,No,"Viktoria Kebikova (BLR, 01 Sep 1985)",Viktoria Kebikova,Viktoria,Kebikova,Women,Belarus,BLR,01-Sep-85,,29-297,29,Belarus,BLR,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,5,,No,"Yaroslava Yakushina (RUS, 24 Jun 1993)",Yaroslava Yakushina,Yaroslava,Yakushina,Women,Russia,RUS,24-Jun-93,,22-001,22,Russia,RUS,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,5,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,5,,No,"Sema Caliskan (TUR, 24 Jul 1996)",Sema Caliskan,Sema,Caliskan,Women,Turkey,TUR,24-Jul-96,,18-336,18,Turkey,TUR,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,9,,No,"Savannah Marshall (ENG, 19 May 1991)",Savannah Marshall,Savannah,Marshall,Women,Great Britain,ENG,19-May-91,,24-037,24,Great Britain,GBR,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,9,,No,"Timea Nagy (HUN, 08 Feb 1988)",Timea Nagy,Timea,Nagy,Women,Hungary,HUN,08-Feb-88,,27-137,27,Hungary,HUN,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,10,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,9,,No,"Ana-Roxana Patrascu (ROU, 19 Sep 1995)",Ana-Roxana Patrascu,Ana-Roxana,Patrascu,Women,Romania,ROU,19-Sep-95,,19-279,19,Romania,ROU,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,9,,No,"Francesca Amato (ITA, 17 Jul 1989)",Francesca Amato,Francesca,Amato,Women,Italy,ITA,17-Jul-89,,25-343,25,Italy,ITA,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,,1,Yes
25-Jun-15,2015,European Games,European Games,European Games,Boxing,Middleweight,Women,Seniors,,9,,No,"Leyla Javadova (AZE, 19 Feb 1993)",Leyla Javadova,Leyla,Javadova,Women,Azerbaijan,AZE,19-Feb-93,,22-126,22,Azerbaijan,AZE,Europe,,0,Baku,Azerbaijan,Europe,13,13,1,12,1,Yes
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,1,G,No,"Marzia Davide (ITA, 20 Nov 1980)",Marzia Davide,Marzia,Davide,Women,Italy,ITA,20-Nov-80,,33-199,33,Italy,ITA,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,2,S,No,"Ewelina Wicherska (POL, 29 Dec 1986)",Ewelina Wicherska,Ewelina,Wicherska,Women,Poland,POL,29-Dec-86,,27-160,27,Poland,POL,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,3,B,No,"Elena Savelyeva (RUS, 16 Jun 1984)",Elena Savelyeva,Elena,Savelyeva,Women,Russia,RUS,16-Jun-84,,29-356,29,Russia,RUS,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,3,B,No,"Marine Rostan (FRA, 02 Oct 1991)",Marine Rostan,Marine,Rostan,Women,France,FRA,02-Oct-91,,22-248,22,France,FRA,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Ayse Tas (TUR, 19 Feb 1987)",Ayse Tas,Ayse,Tas,Women,Turkey,TUR,19-Feb-87,,27-108,27,Turkey,TUR,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Azize Nimani (GER, 15 Mar 1991)",Azize Nimani,Azize,Nimani,Women,Germany,GER,15-Mar-91,,23-084,23,Germany,GER,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Michaela Walsh (NIR, 05 Jun 1993)",Michaela Walsh,Michaela,Walsh,Women,Ireland,NIR,05-Jun-93,,21-002,21,Ireland,IRL,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,Cristina Gomez Babia (ESP),Cristina Gomez Babia,Cristina,Gomez Babia,Women,Spain,ESP,,,,,Spain,ESP,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Marjut Lausti (FIN, 07 Dec 1981)",Marjut Lausti,Marjut,Lausti,Women,Finland,FIN,07-Dec-81,,32-182,32,Finland,FIN,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
07-Jun-14,2014,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Marielle Hansen (NOR, 12 Feb 1990)",Marielle Hansen,Marielle,Hansen,Women,Norway,NOR,12-Feb-90,,24-115,24,Norway,NOR,Europe,,0,Bucharest,Romania,Europe,23,23,1,,1,
