Date,Year,Competition,CompetitionSet,Comp.SetDetail,Sport,Discipline,Gender,Class,Phase,Rank,Medal,Team Members,Person/Team,Person,Person First Name,Person Last Name,PersonGender,Team,Nationality,DoB,YoB,Age (days),Age,Country,Country Code,Continent,Result,Sec/Mtr/Pts,Host City,Host Country,Host Continent,# Participants,# Countries,# Continents,World Ranking,Rank Within Country,Is Olympic Discipline
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,1,G,No,"Lacramioara Perijoc (ROU, 03 Feb 1994)",Lacramioara Perijoc,Lacramioara,Perijoc,Women,Romania,ROU,03-Feb-94,,25-210,25,Romania,ROU,Europe,,0,Madrid,Spain,Europe,13,13,1,30,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,2,S,No,"Karina Tazabekova (RUS, 16 Oct 1989)",Karina Tazabekova,Karina,Tazabekova,Women,Russia,RUS,16-Oct-89,,29-320,29,Russia,RUS,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,3,B,No,"Caroline Cruveillier (FRA, 23 Mar 1998)",Caroline Cruveillier,Caroline,Cruveillier,Women,France,FRA,23-Mar-98,,21-162,21,France,FRA,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,3,B,No,"Yuliya Apanasovich (BLR, 10 Nov 1996)",Yuliya Apanasovich,Yuliya,Apanasovich,Women,Belarus,BLR,10-Nov-96,,22-295,22,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Ivanna Krupenia (UKR, 03 Apr 1990)",Ivanna Krupenia,Ivanna,Krupenia,Women,Ukraine,UKR,03-Apr-90,,29-151,29,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,13,13,1,33,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Jelena Zekic (SRB, 09 Jul 1999)",Jelena Zekic,Jelena,Zekic,Women,Serbia,SRB,09-Jul-99,,20-054,20,Serbia,SRB,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,Giulia Lamagna (ITA),Giulia Lamagna,Giulia,Lamagna,Women,Italy,ITA,,,,,Italy,ITA,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,5,,No,"Natalia Rok (POL, 14 Apr 1994)",Natalia Rok,Natalia,Rok,Women,Poland,POL,14-Apr-94,,25-140,25,Poland,POL,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Iulia Coroli (MDA, 09 Mar 1995)",Iulia Coroli,Iulia,Coroli,Women,Moldova,MDA,09-Mar-95,,24-176,24,Moldova,MDA,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Lara Garcia (ESP, 29 Apr 1987)",Lara Garcia,Lara,Garcia,Women,Spain,ESP,29-Apr-87,,32-125,32,Spain,ESP,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,Zlatislava Chukanova (BUL),Zlatislava Chukanova,Zlatislava,Chukanova,Women,Bulgaria,BUL,,,,,Bulgaria,BUL,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Beyza Saracoglu (TUR, 25 Jul 2000)",Beyza Saracoglu,Beyza,Saracoglu,Women,Turkey,TUR,25-Jul-00,,19-038,19,Turkey,TUR,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Bantamweight,Women,Seniors,,9,,No,"Ana Khunzhua (GEO, 10 Nov 1999)",Ana Khunzhua,Ana,Khunzhua,Women,Georgia,GEO,10-Nov-99,,19-295,19,Georgia,GEO,Europe,,0,Madrid,Spain,Europe,13,13,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,1,G,No,"Irma Testa (ITA, 28 Dec 1997)",Irma Testa,Irma,Testa,Women,Italy,ITA,28-Dec-97,,21-247,21,Italy,ITA,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,2,S,No,"Karriss Artingstall (ENG, 23 Nov 1994)",Karriss Artingstall,Karriss,Artingstall,Women,England,ENG,23-Nov-94,,24-282,24,Great Britain,GBR,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,3,B,No,"Sandra Kruk (POL, 22 Aug 1989)",Sandra Kruk,Sandra,Kruk,Women,Poland,POL,22-Aug-89,,30-010,30,Poland,POL,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,3,B,No,"Stanimira Petrova (BUL, 16 Dec 1990)",Stanimira Petrova,Stanimira,Petrova,Women,Bulgaria,BUL,16-Dec-90,,28-259,28,Bulgaria,BUL,Europe,,0,Madrid,Spain,Europe,15,15,1,7,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,5,,No,"Galina Bruyevich (BLR, 20 Jul 1989)",Galina Bruyevich,Galina,Bruyevich,Women,Belarus,BLR,20-Jul-89,,30-043,30,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,15,15,1,34,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,5,,No,"Esra Yildiz (TUR, 04 Jul 1997)",Esra Yildiz,Esra,Yildiz,Women,Turkey,TUR,04-Jul-97,,22-059,22,Turkey,TUR,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,5,,No,Vida Rudolf (SLO),Vida Rudolf,Vida,Rudolf,Women,Slovenia,SLO,,,,,Slovenia,SLO,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,5,,No,Jenifer Fernandez (ESP),Jenifer Fernandez,Jenifer,Fernandez,Women,Spain,ESP,,,,,Spain,ESP,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,"Yulia Tsiplakova (UKR, 22 Apr 1982)",Yulia Tsiplakova,Yulia,Tsiplakova,Women,Ukraine,UKR,22-Apr-82,,37-132,37,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,"Daria Abramova (RUS, 17 Apr 1990)",Daria Abramova,Daria,Abramova,Women,Russia,RUS,17-Apr-90,,29-137,29,Russia,RUS,Europe,,0,Madrid,Spain,Europe,15,15,1,11,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,"Szabina Szucs (HUN, 16 Nov 1992)",Szabina Szucs,Szabina,Szucs,Women,Hungary,HUN,16-Nov-92,,26-289,26,Hungary,HUN,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,"Amanda Millere (LAT, 30 Sep 1999)",Amanda Millere,Amanda,Millere,Women,Latvia,LAT,30-Sep-99,,19-336,19,Latvia,LAT,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,"Mona Mestiaen (FRA, 17 Mar 1992)",Mona Mestiaen,Mona,Mestiaen,Women,France,FRA,17-Mar-92,,27-168,27,France,FRA,Europe,,0,Madrid,Spain,Europe,15,15,1,16,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,Ester Torok (ROU),Ester Torok,Ester,Torok,Women,Romania,ROU,,,,,Romania,ROU,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Featherweight,Women,Seniors,,9,,No,Skye Elizabeth Falzon (MLT),Skye Elizabeth Falzon,Skye Elizabeth,Falzon,Women,Malta,MLT,,,,,Malta,MLT,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,1,G,No,"Busenaz Cakiroglu (TUR, 26 May 1996)",Busenaz Cakiroglu,Busenaz,Cakiroglu,Women,Turkey,TUR,26-May-96,,23-098,23,Turkey,TUR,Europe,,0,Madrid,Spain,Europe,17,17,1,13,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,2,S,No,"Elena Savelyeva (RUS, 16 Jun 1984)",Elena Savelyeva,Elena,Savelyeva,Women,Russia,RUS,16-Jun-84,,35-077,35,Russia,RUS,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,3,B,No,"Tetyana Kob (UKR, 25 Oct 1987)",Tetyana Kob,Tetyana,Kob,Women,Ukraine,UKR,25-Oct-87,,31-311,31,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,3,B,No,"Wassila Lkhadiri (FRA, 14 Sep 1995)",Wassila Lkhadiri,Wassila,Lkhadiri,Women,France,FRA,14-Sep-95,,23-352,23,France,FRA,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,5,,No,"Volha Lushchyk (BLR, 10 Aug 1984)",Volha Lushchyk,Volha,Lushchyk,Women,Belarus,BLR,10-Aug-84,,35-022,35,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,5,,No,"Nina Radovanovic (SRB, 19 Dec 1991)",Nina Radovanovic,Nina,Radovanovic,Women,Serbia,SRB,19-Dec-91,,27-256,27,Serbia,SRB,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,5,,No,"Camilla Fadda (ITA, 02 May 1993)",Camilla Fadda,Camilla,Fadda,Women,Italy,ITA,02-May-93,,26-122,26,Italy,ITA,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,5,,No,Eva María Díez Giménez (ESP),Eva María Díez Giménez,Eva María,Díez Giménez,Women,Spain,ESP,,,,,Spain,ESP,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Sandra Drabik (POL, 13 Aug 1988)",Sandra Drabik,Sandra,Drabik,Women,Poland,POL,13-Aug-88,,31-019,31,Poland,POL,Europe,,0,Madrid,Spain,Europe,17,17,1,12,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Ceire Smith (IRL, 27 Sep 1992)",Ceire Smith,Ceire,Smith,Women,Ireland,IRL,27-Sep-92,,26-339,26,Ireland,IRL,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Claudia Nechita (ROU, 15 Aug 1993)",Claudia Nechita,Claudia,Nechita,Women,Romania,ROU,15-Aug-93,,26-017,26,Romania,ROU,Europe,,0,Madrid,Spain,Europe,17,17,1,26,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Anush Grigoryan (ARM, 14 Apr 1997)",Anush Grigoryan,Anush,Grigoryan,Women,Armenia,ARM,14-Apr-97,,22-140,22,Armenia,ARM,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Gabriela Rostisova Dimitrova (BUL, 31 Jan 1995)",Gabriela Rostisova Dimitrova,Gabriela Rostisova,Dimitrova,Women,Bulgaria,BUL,31-Jan-95,,24-213,24,Bulgaria,BUL,Europe,,0,Madrid,Spain,Europe,17,17,1,15,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Eliana Pileggi (SUI, 25 Apr 1999)",Eliana Pileggi,Eliana,Pileggi,Women,Switzerland,SUI,25-Apr-99,,20-129,20,Switzerland,SUI,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,"Tori-Ellis Willetts (ENG, 25 May 1995)",Tori-Ellis Willetts,Tori-Ellis,Willetts,Women,England,ENG,25-May-95,,24-099,24,Great Britain,GBR,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,9,,No,Amalie Manich (DEN),Amalie Manich,Amalie,Manich,Women,Denmark,DEN,,,,,Denmark,DEN,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Flyweight,Women,Seniors,,17,,No,"Krisztina Beri (HUN, 07 Dec 1981)",Krisztina Beri,Krisztina,Beri,Women,Hungary,HUN,07-Dec-81,,37-268,37,Hungary,HUN,Europe,,0,Madrid,Spain,Europe,17,17,1,,1,Yes
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,1,G,No,"Zenfira Magomedalieva (RUS, 08 Feb 1988)",Zenfira Magomedalieva,Zenfira,Magomedalieva,Women,Russia,RUS,08-Feb-88,,31-205,31,Russia,RUS,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,2,S,No,"Tatiana Shevchenko (UKR, 16 Jun 1995)",Tatiana Shevchenko,Tatiana,Shevchenko,Women,Ukraine,UKR,16-Jun-95,,24-077,24,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,3,B,No,"Flavia Severin (ITA, 01 Apr 1987)",Flavia Severin,Flavia,Severin,Women,Italy,ITA,01-Apr-87,,32-153,32,Italy,ITA,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,3,B,No,Vendula Kucerova (CZE),Vendula Kucerova,Vendula,Kucerova,Women,Czech Republic,CZE,,,,,Czech Republic,CZE,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,5,,No,"Adrienn Juhász (HUN, 03 Jul 1999)",Adrienn Juhász,Adrienn,Juhász,Women,Hungary,HUN,03-Jul-99,,20-060,20,Hungary,HUN,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,5,,No,"Ionela Nane (ROU, 26 Nov 1993)",Ionela Nane,Ionela,Nane,Women,Romania,ROU,26-Nov-93,,25-279,25,Romania,ROU,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Heavyweight,Women,Seniors,,5,,No,"Katsiaryna Kavaleva (BLR, 17 Feb 1991)",Katsiaryna Kavaleva,Katsiaryna,Kavaleva,Women,Belarus,BLR,17-Feb-91,,28-196,28,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,7,7,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,1,G,No,"Iuliia Chumgalakova (RUS, 31 Dec 1997)",Iuliia Chumgalakova,Iuliia,Chumgalakova,Women,Russia,RUS,31-Dec-97,,21-244,21,Russia,RUS,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,2,S,No,"Demie Resztan (ENG, 28 Dec 1996)",Demie Resztan,Demie,Resztan,Women,England,ENG,28-Dec-96,,22-247,22,Great Britain,GBR,Europe,,0,Madrid,Spain,Europe,15,15,1,29,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,3,B,No,"Hanna Okhota (UKR, 25 Feb 1996)",Hanna Okhota,Hanna,Okhota,Women,Ukraine,UKR,25-Feb-96,,23-188,23,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,15,15,1,2,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,3,B,No,"Roberta Bonatti (ITA, 05 Jul 1997)",Roberta Bonatti,Roberta,Bonatti,Women,Italy,ITA,05-Jul-97,,22-058,22,Italy,ITA,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,5,,No,"Steluta Duta (ROU, 18 Mar 1982)",Steluta Duta,Steluta,Duta,Women,Romania,ROU,18-Mar-82,,37-167,37,Romania,ROU,Europe,,0,Madrid,Spain,Europe,15,15,1,5,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,5,,No,"Ayse Cagirir (TUR, 01 Dec 1995)",Ayse Cagirir,Ayse,Cagirir,Women,Turkey,TUR,01-Dec-95,,23-274,23,Turkey,TUR,Europe,,0,Madrid,Spain,Europe,15,15,1,7,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,5,,No,"Yana Burym (BLR, 23 Oct 1987)",Yana Burym,Yana,Burym,Women,Belarus,BLR,23-Oct-87,,31-313,31,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,5,,No,"Laura Fuertes Fernández (ESP, 29 Apr 1999)",Laura Fuertes Fernández,Laura,Fuertes Fernández,Women,Spain,ESP,29-Apr-99,,20-125,20,Spain,ESP,Europe,,0,Madrid,Spain,Europe,15,15,1,27,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,Kristine Sargsjan (ARM),Kristine Sargsjan,Kristine,Sargsjan,Women,Armenia,ARM,,,,,Armenia,ARM,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,"Emi-Mari Todorova (BUL, 18 May 1999)",Emi-Mari Todorova,Emi-Mari,Todorova,Women,Bulgaria,BUL,18-May-99,,20-106,20,Bulgaria,BUL,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,"Gloria D'Almeida (FRA, 20 Nov 1999)",Gloria D'Almeida,Gloria,D'Almeida,Women,France,FRA,20-Nov-99,,19-285,19,France,FRA,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,Perzin Nazari (NOR),Perzin Nazari,Perzin,Nazari,Women,Norway,NOR,,,,,Norway,NOR,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,Sandra Maran (SRB),Sandra Maran,Sandra,Maran,Women,Serbia,SRB,,,,,Serbia,SRB,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,9,,No,Szilvia Tóth (HUN),Szilvia Tóth,Szilvia,Tóth,Women,Hungary,HUN,,,,,Hungary,HUN,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Flyweight,Women,Seniors,,DSQ,,No,"Zeyana Pitesa (CRO, 11 Sep 1990)",Zeyana Pitesa,Zeyana,Pitesa,Women,Croatia,CRO,11-Sep-90,,28-355,28,Croatia,CRO,Europe,,0,Madrid,Spain,Europe,15,15,1,,0,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,1,G,No,"Elif Guneri (TUR, 09 Oct 1987)",Elif Guneri,Elif,Guneri,Women,Turkey,TUR,09-Oct-87,,31-327,31,Turkey,TUR,Europe,,0,Madrid,Spain,Europe,9,9,1,3,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,2,S,No,"Viktoria Kebikova (BLR, 01 Sep 1985)",Viktoria Kebikova,Viktoria,Kebikova,Women,Belarus,BLR,01-Sep-85,,34-000,34,Belarus,BLR,Europe,,0,Madrid,Spain,Europe,9,9,1,4,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,3,B,No,"Anastasiia Chernokolenko (UKR, 28 Aug 1993)",Anastasiia Chernokolenko,Anastasiia,Chernokolenko,Women,Ukraine,UKR,28-Aug-93,,26-004,26,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,9,9,1,10,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,3,B,No,"Anna Ivanova (RUS, 26 Jan 2000)",Anna Ivanova,Anna,Ivanova,Women,Russia,RUS,26-Jan-00,,19-218,19,Russia,RUS,Europe,,0,Madrid,Spain,Europe,9,9,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,5,,No,"Agata Kaczmarska (POL, 29 Apr 1998)",Agata Kaczmarska,Agata,Kaczmarska,Women,Poland,POL,29-Apr-98,,21-125,21,Poland,POL,Europe,,0,Madrid,Spain,Europe,9,9,1,6,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,5,,No,"Iveta Lesinskyte (LTU, 13 Jan 1995)",Iveta Lesinskyte,Iveta,Lesinskyte,Women,Lithuania,LTU,13-Jan-95,,24-231,24,Lithuania,LTU,Europe,,0,Madrid,Spain,Europe,9,9,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,5,,No,Cynthia Glauser (SUI),Cynthia Glauser,Cynthia,Glauser,Women,Switzerland,SUI,,,,,Switzerland,SUI,Europe,,0,Madrid,Spain,Europe,9,9,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,5,,No,Katja Gajic (SLO),Katja Gajic,Katja,Gajic,Women,Slovenia,SLO,,,,,Slovenia,SLO,Europe,,0,Madrid,Spain,Europe,9,9,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Heavyweight,Women,Seniors,,9,,No,"Petra Szatmari (HUN, 07 Dec 1995)",Petra Szatmari,Petra,Szatmari,Women,Hungary,HUN,07-Dec-95,,23-268,23,Hungary,HUN,Europe,,0,Madrid,Spain,Europe,9,9,1,19,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Welterweight,Women,Seniors,,1,G,No,"Francesca Amato (ITA, 17 Jul 1989)",Francesca Amato,Francesca,Amato,Women,Italy,ITA,17-Jul-89,,30-046,30,Italy,ITA,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Welterweight,Women,Seniors,,2,S,No,"Aneta Rygielska (POL, 24 Aug 1995)",Aneta Rygielska,Aneta,Rygielska,Women,Poland,POL,24-Aug-95,,24-008,24,Poland,POL,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Welterweight,Women,Seniors,,3,B,No,"Mariia Bova Badulina (UKR, 28 Feb 1988)",Mariia Bova Badulina,Mariia,Bova Badulina,Women,Ukraine,UKR,28-Feb-88,,31-185,31,Ukraine,UKR,Europe,,0,Madrid,Spain,Europe,15,15,1,2,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Welterweight,Women,Seniors,,3,B,No,Ornella Kheteeva (RUS),Ornella Kheteeva,Ornella,Kheteeva,Women,Russia,RUS,,,,,Russia,RUS,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
01-Sep-19,2019,European Championships,Continental Championships/European Championships,European Championships,Boxing,Light Welterweight,Women,Seniors,,5,,No,"Ani Hovsepyan (ARM, 19 Mar 1998)",Ani Hovsepyan,Ani,Hovsepyan,Women,Armenia,ARM,19-Mar-98,,21-166,21,Armenia,ARM,Europe,,0,Madrid,Spain,Europe,15,15,1,,1,
